leaf,blocks,consts,bytes,own_size,frontier_bytes,heartbeats,subst,whnf,def_eq,nat_arith,intern,unfolded_bytes,foreign_unfolded_bytes,delta_edges,foreign_delta_edges,record_bytes,execution_s,proof_s,trace_shards
433,2650,2681,15848600,15848600,5456084,5199425,10864197,410220,3108398,921,184656964,46398957,41861881,89889,87766,26685853999,211.2,41.501,12
434,1578,1592,21910194,21910194,5933957,10072942,24509600,646374,4691762,1721,339449807,45452054,43962407,88847,88232,46100688665,401.4,69.154,20
435,1544,1551,17955358,17955358,6272124,14477204,15359598,781528,4948688,1104,305960771,55207286,53530370,97253,96427,41839671404,430.1,67.496,19
436,1750,1763,16362436,16362436,6125589,20115691,16352324,957702,7002025,1963,329488735,60753020,59147392,124535,123716,30564197902,287.7,52.14,14
437,1985,2004,16729421,16729421,5935853,8243267,12405046,539891,4079267,672,269869469,58994672,57063722,99567,98755,33495627369,287.1,56.607,15
438,1690,1699,16200947,16200947,4978731,5352162,8709857,370340,2647777,13183,125368320,27453431,25962507,71114,70290,26453041111,218.5,41.187,13
439,2280,2303,16658357,16658357,5530690,19384888,14842116,1017428,6606158,15034,295809566,53884581,52068901,131570,130281,27923921802,281.6,48.893,13
440,2606,2627,26897505,26897505,5541520,8630236,13214886,604775,5503763,39286,223532594,45312520,41307671,89901,87996,63862642048,565.0,104.554,41
441,348,351,20554448,20554448,4617869,8658083,15453848,408987,2587972,510,141609948,14763962,14425959,29335,29194,46260765427,498.8,77.983,21
442,979,996,18579195,18579195,5743108,31794951,19902921,1386789,8257442,1054,344113923,35840475,35525486,74035,73824,37849707144,349.2,60.352,17
443,1531,1541,17700174,17700174,4262790,12640966,16169238,759455,7045714,1407,323886344,68737495,64858631,132223,130985,25168015274,202.0,40.485,11
444,1609,1616,14782252,14782252,6450605,6164188,11560043,368463,3333559,2502,163259290,33777682,32629677,74905,74475,28072596182,248.2,42.155,13
445,728,737,18102994,18102994,3724322,12747451,17996583,704502,5823514,463,227375683,24785496,23051722,48375,47794,37939945836,319.3,68.554,18
446,1200,1210,14865291,14865291,4650411,8302586,13138855,545236,3736171,1255,158522265,24122560,22253386,53455,52528,27711760661,235.1,44.779,13
447,4027,4182,28034443,28034443,6941985,38602493,31949525,2204710,12643857,9840,456827900,60097043,55821710,138879,135794,49925419403,413.4,78.991,22
448,1215,1223,28075299,28075299,4499837,7018204,22414935,433608,5024047,7500,207955963,32255387,28720762,69650,68782,49503683374,451.9,83.668,23
449,1333,1348,15902015,15902015,4610945,6933348,11727304,496394,3011698,690,170766945,30318913,29076821,61886,60650,31222912871,258.1,55.834,15
450,2302,2332,15799154,15799154,4390409,42889007,14143303,3295563,12669510,10119,364793240,40484377,38326113,90940,89521,30605507276,248.8,50.062,14
451,277,277,13177988,13177988,975489,6173963,12247711,564165,2030406,413,113324405,5861808,5236920,14359,14161,30717771192,296.4,50.72,14
452,268,272,11546479,11546479,1819439,5324264,6817911,329515,2873241,3948,118941228,7179882,7043116,14722,14595,22182598802,165.1,41.022,10
453,3736,3763,24199498,24199498,5272761,11565449,16764814,855482,5466818,3225,290349959,58029297,50515822,113533,109182,39160314799,313.7,67.734,17
454,21,21,14937407,14937407,1637559,7147977,9153546,325675,1463711,508,101610758,4147857,4147857,7521,7521,30641227904,291.6,49.507,14
455,90,90,15789203,15789203,3107767,21791123,12972525,955138,4726192,29,230073571,12773686,12563544,24396,24394,26029593226,240.4,44.071,12
456,158,159,25141459,25141459,7463664,18903384,16142848,839739,4349595,447,228484187,14888421,14878563,28008,27977,44775439779,410.5,73.174,20
457,163,164,24912806,24912806,2852790,32119176,23310512,1418321,6926327,179,317685378,16727083,16688668,30512,30487,42831969200,404.1,67.628,19
458,287,288,21430958,21430958,3651666,31244777,23311195,1393538,7502560,149,349982924,28867848,28514418,54279,54238,38226124196,365.9,58.335,17
459,21,21,13503388,13503388,3960401,8393910,10067155,367234,1890121,186,97996692,4728390,4728390,8299,8299,30108538227,315.5,46.698,14
460,24,24,11065478,11065478,3501392,7413179,8301621,335074,1645875,50,86069057,3600285,3600285,6449,6449,22315902118,224.6,32.044,10
461,364,365,20102479,20102479,5703104,35556654,20381911,2146255,8209005,1504,343301642,25426334,25333404,50411,50253,36492073030,336.4,57.578,17
462,97,97,20885532,20885532,3270904,20689021,18787357,1034499,4728072,191,212735932,10953758,10905425,20376,20353,40007649415,420.4,59.414,19
463,429,432,19419516,19419516,4556494,18905410,17436397,861771,4685004,1341,224874752,20008888,19919257,41209,41086,37764546335,344.5,60.902,17
464,111,112,23324073,23324073,5900285,10918220,18733405,474753,3078336,71,188824824,10498995,10495362,19277,19274,50322660026,485.9,75.489,23
465,811,816,21318395,21318395,6377062,13825365,19266518,611329,4996762,657,246211350,37615249,36661935,72024,71741,56221194178,562.4,86.859,25
466,155,157,18817471,18817471,4123288,24675597,15289346,1055778,5589919,138,238985358,15521038,15509567,28102,28084,26888412204,216.3,40.979,12
467,1077,1082,17721852,17721852,6627315,34590885,20627983,1515251,9423257,259,390773705,48108814,47286555,90763,90498,31369753730,257.4,51.692,15
468,83,83,16424409,16424409,2280855,11425464,10053490,487470,2817623,290,131841900,8939294,8937215,16961,16959,28721599785,280.2,45.423,14
469,923,930,16097230,16097230,6736056,24799353,16535426,1156697,7168299,3586,332618451,51840840,51273217,109012,108795,35030310386,324.4,51.46,16
470,1715,1736,21683848,21683848,8375857,38296433,23596181,1747680,11681901,1676,486258754,76816205,75794858,157571,156864,41667003833,378.4,65.161,18
471,1934,1948,17776088,17776088,7162149,21000464,17307526,1030976,7946722,2231,332627458,62051794,59576948,133729,132601,32332226831,276.5,53.183,15
472,98,98,26503787,26503787,6092434,12743897,25640318,574255,3625974,13,197589228,11860933,11610106,19868,19832,80210017753,859.7,153.036,36
473,611,613,21835631,21835631,4289618,24769576,20421391,1070474,7407485,665,356880884,52651439,50411676,85737,85450,30473712276,288.7,48.732,14
474,6,6,17815778,17815778,1574101,5434154,16834877,274713,1227688,0,91453537,1505939,1505939,2465,2465,39847419583,402.3,58.121,18
475,433,433,21757996,21757996,2824513,25880492,23080729,1092289,6763612,824,303402214,30498379,29940964,55708,55591,46716489041,471.3,71.177,21
476,35,36,18783176,18783176,3302226,5231910,12500138,216399,1417916,21,105474149,3801172,3787749,5920,5911,63498935932,714.6,122.983,28
477,236,236,20770630,20770630,5121233,9649217,15427972,447920,3047085,549,182801480,18757642,18586161,33773,33742,42358679532,380.1,62.018,19
478,82,82,16324919,16324919,1942461,14888332,14801711,638606,3859140,28,159129681,9104854,9094436,16304,16302,30800456723,314.0,43.891,14
479,610,620,16053888,16053888,4232446,6385892,10783008,298880,2551089,206,143356458,23131257,22844205,42430,42312,30192909490,264.2,46.345,14
480,664,669,24949169,24949169,5874289,10970229,22708265,555375,4150285,664,272033872,38463378,37788480,66393,66180,47771877901,438.6,74.666,22
481,1054,1065,20422021,20422021,7109354,25962975,18611174,1204352,7277894,1875,332526750,42829437,42255573,87211,86484,50511540532,480.3,85.987,23
482,742,756,17009018,17009018,4840490,10426569,14161329,537080,3449535,343,169038677,20109734,19783558,38959,38782,33542691533,296.4,55.535,16
483,2450,2484,20238413,20238413,8059768,10795919,15522344,634259,5512590,741,289047741,61694132,59518046,120931,119661,36289532933,303.5,60.619,17
484,662,680,19628124,19628124,4569458,8391276,15582052,919969,3193084,265,175688708,23192947,22652200,45422,45135,38233126557,410.2,66.129,17
485,536,537,16267414,16267414,4129202,7614966,12520011,361973,2439240,370,128031011,14597642,14429950,31063,30938,29009018127,283.8,46.998,13
486,1340,1355,17862496,17862496,5029049,13347176,17901052,670777,5759652,660,312631384,53070608,51490758,93598,93075,34726029037,322.2,71.182,16
487,1472,1496,14821220,14821220,6388562,8809436,11705868,495732,3439869,817,199832405,36320398,35450363,69208,68584,32290346092,302.2,62.64,14
488,492,504,21510681,21510681,3677775,10124217,18325201,454309,3536890,254,197984318,26944884,25279327,46972,46383,46019689135,496.0,72.33,21
489,376,379,17893250,17893250,4195425,4864422,13112217,267097,2517895,103,132354538,21264897,20727335,40237,40140,31916881418,335.4,52.393,15
490,751,763,16996518,16996518,4600237,6467991,13178144,351331,3033832,710,147071958,24632413,24100497,49790,49325,31389824303,342.4,47.755,14
491,1750,1766,15244739,15244739,5110928,15768441,16101895,1237480,5798730,1316,259146524,50428272,47594468,107319,105415,24674179562,214.9,39.578,12
492,1395,1402,15618647,15618647,5167896,7558364,10200528,451262,2568659,10478,150004037,30324944,30030276,90873,90664,39271606310,407.2,60.423,18
493,1707,1719,19058081,19058081,4579447,5237723,12105318,413770,3086416,3111,136797620,25922941,25378623,85899,85462,27855234861,236.1,43.163,14
494,1461,1518,28389508,28389508,5413763,8163950,21098316,471849,4078104,2249,219343793,32934968,31619680,63056,62412,49365816957,432.5,86.15,22
495,395,399,24202672,24202672,4681896,10755936,19948931,443324,4151399,214,203235273,17132904,16694042,24969,24911,51772643793,494.7,79.127,23
496,1257,1278,19841191,19841191,6872042,4853023,12888576,325820,2779195,1428,166337832,32617965,31277717,65504,64897,37187575561,356.8,66.745,17
497,898,905,19763952,19763952,5468608,4598198,13271321,288940,2405718,1644,143711013,27503504,27202530,52519,52343,37432456266,362.5,67.531,17
498,1466,1478,16397701,16397701,4424795,6178218,12098424,382188,3182547,371,168139121,37920387,34061126,74887,73487,27588663311,235.4,44.292,12
499,1017,1020,13564370,13564370,6385021,5084220,10691700,293861,2859122,1711,141800573,31037618,29927791,69195,68693,29565756063,317.8,53.441,14
500,1446,1455,11112772,11112772,4961612,20580446,9683131,2108165,2022584,18982466,253870232,26932566,25575927,64270,63788,67947465771,406.2,112.494,28
501,2995,3048,20290488,20290488,7648920,9876770,14203443,623999,5252004,9748,224406249,51483621,50425117,131685,130980,32991999430,319.4,53.644,16
502,2506,2551,21047225,21047225,7251815,6581753,15677591,447879,3784839,2231,217064898,43532161,40888760,91691,90193,42909676291,410.5,68.012,19
503,2761,2800,17411828,17411828,6838230,6152655,10595937,459193,3117731,5070,160727504,41417768,39851063,104052,103042,29304812639,243.0,51.048,14
504,273,275,18992787,18992787,4774449,12583010,18128071,694950,2992999,139,207185533,17991964,17859879,31093,30939,50147177422,486.7,86.669,23
505,546,549,15892080,15892080,4210711,14280157,15658801,789187,4417421,75,217299285,30827411,29694977,50883,50524,32125752398,274.7,47.557,15
506,2105,2118,28545368,28545368,7505633,19443988,28336088,1041972,7778463,1192,369298818,61128360,57820655,115379,113602,50303846886,436.6,86.362,22
507,206,209,20002850,20002850,1819599,2961021,8693797,126079,3091486,17556,63092630,3769521,3761663,10936,10919,28406178574,251.7,43.226,13
508,885,894,18501312,18501312,5526796,8827516,13327441,445638,4195288,5837,172282685,26345402,25397909,60468,60116,42166652153,407.8,77.328,19
509,526,528,17011872,17011872,4480158,36008468,16463592,2254187,7521581,1008,299582609,22562864,22148232,44816,44683,34041756587,323.8,52.54,16
510,2578,2624,15610776,15610776,5760123,73105461,19178263,5454405,17993518,2934,483773952,39363522,36172519,80138,76998,32081654886,269.1,51.958,14
511,3,3,15483164,15483164,1803348,3160271,9847111,145996,741477,6,60752819,1219420,1219420,1942,1942,34157926007,358.6,56.733,16
512,30,31,11946320,11946320,7707527,4489620,9891002,196645,1155674,43,71117609,3420148,3416181,6371,6370,26592065192,259.1,48.764,13
513,297,300,22683173,22683173,2182534,7341015,12414971,446639,3306562,23757,119013673,7043569,6543705,16587,16386,41389777674,420.7,62.25,19
514,323,324,15402572,15402572,1177926,8676741,46421675,319491,3817411,4151,163446808,7407382,7209779,23303,23123,20128358684,129.9,31.259,9
515,456,463,17401161,17401161,1973742,8163847,11879173,290876,4207781,2232,135408615,12788514,12178268,27789,27432,56560067366,599.8,96.029,26
516,1962,1990,27765106,27765106,3896993,5613518,18600026,271664,5096165,3238,195966525,23118465,19749340,45265,43683,44084760646,353.3,65.92,21
517,42,42,12549881,12549881,3667027,10511896,14491346,521398,2255886,254,135390527,8973626,8973626,15461,15461,23529575019,202.1,37.788,11
518,232,240,11929168,11929168,3568561,12307723,15252589,617816,2901299,561,159357477,15342432,15314239,28859,28823,25168445100,228.1,41.974,12
519,220,223,20881733,20881733,6730331,19050914,27567275,946194,4309719,863,250350729,20273026,20214896,37802,37763,45066213772,426.9,73.645,21
520,289,297,21617126,21617126,4909858,21262713,33274025,1066249,4806298,649,281752767,22458776,22380521,39458,39338,44073778451,431.3,90.792,20
521,885,893,18099225,18099225,6888112,19856642,21571195,1002087,5297660,4132,256496651,29146946,28755175,65162,64476,35063707811,312.9,52.239,16
522,252,259,21050843,21050843,5991937,25689608,23243696,1184420,6022281,500,293000050,24733324,24521082,44168,44089,41215627223,365.6,73.332,19
523,299,301,17987812,17987812,4800445,24273288,22030842,1103484,5323075,2888,264334201,20164918,20082312,40680,40630,37926728115,353.4,72.897,17
524,781,787,18437537,18437537,6181085,33750083,19657430,1508396,8629422,2979,358289188,40912587,39960131,83924,83260,37848714625,338.3,73.565,17
525,1869,1915,15115032,15115032,7296860,12888285,11465135,764891,4124238,17477,221634198,42123633,41344394,97607,96443,32708439313,271.9,63.907,15
526,62,62,17512281,17512281,4921915,18333155,29638739,921703,3930067,177,234614423,15068538,15068538,24966,24966,32439813504,275.6,54.776,15
527,537,540,20381404,20381404,5149597,11306067,20593592,610225,3445783,9629,179326808,18477948,18423993,46761,46698,36436663211,333.2,54.579,17
528,1,1,40021911,40021911,171030,2112530,13065112,21828,6975024,4810,64837148,45368,45368,185,185,47006156486,299.3,74.135,21
529,1,1,2730,2730,40039574,97,698,10,328,2,19613155,766,766,7,7,29162832434,141.9,49.285,12
530,298,301,13485680,13485680,3757756,8846467,13127282,471267,2291352,434,134407225,13918660,13750382,26435,26360,28263116727,265.4,53.702,13
531,115,119,15690867,15690867,3046399,19879093,12687652,836491,4631680,334,199131437,13755522,13708001,25524,25501,28138172475,304.5,47.18,13
532,699,712,14457608,14457608,5674192,10296669,11923006,500454,3614089,1973,169563730,24506755,24115145,50786,50497,33149605568,324.3,51.02,15
533,1952,1989,29719219,29719219,6573198,11743992,23957100,714555,5731119,3961,293577099,48295562,45989277,95045,93430,57229799726,533.7,86.483,25
534,17,17,16636338,16636338,3290943,4899258,13722705,244948,1102335,97,95712898,4072254,4072254,6906,6906,29059337565,288.5,46.905,14
535,88,88,15751432,15751432,2848551,9299064,14843036,463586,2119159,678,137915189,10660692,10659918,19324,19323,35816311121,374.1,59.485,17
536,170,171,17973117,17973117,2230868,8998365,14821039,416021,2328575,311,131652616,8462373,8395723,16371,16338,48660792891,508.0,74.517,22
537,109,109,16106679,16106679,2697359,16082389,16940103,811034,3378409,130,202548293,14642501,14633228,24529,24520,33047733152,340.4,52.547,15
538,270,274,27667098,27667098,4835472,16398446,19313148,706955,3997242,709,200622591,10544760,10516028,21306,21294,57364801557,569.5,88.99,26
539,261,262,18589179,18589179,3864146,5765354,13030842,406342,2046152,226,132101079,14197372,14136006,25177,25152,39375317043,343.0,62.946,18
540,1389,1414,15216335,15216335,5118029,4342256,10593199,315772,2478192,405,138863113,29197301,28105287,60295,59785,29296230628,240.1,44.233,13
541,108,108,18165466,18165466,4025523,3521478,17192695,180991,2076288,1,109759708,6982650,6944613,14283,14273,45736383264,471.1,68.436,21
542,437,457,18471029,18471029,4489001,3117050,16308591,181973,2104535,244,109949149,9752715,9606853,21437,21320,43828451604,430.8,71.943,20
543,827,856,31563573,31563573,4956320,11958860,27457858,729569,4737947,3446,285014744,27242529,26764173,61307,61067,75362282089,731.3,128.175,33
544,386,392,16865443,16865443,2258712,9923475,13449246,645477,3212550,701,193321945,22723640,22599161,38314,38235,35716569075,305.0,64.616,17
545,690,696,13829427,13829427,3436766,4958319,10670719,317387,1996860,2573,119676665,17121174,16604445,37130,36740,48577883336,479.6,78.563,22
546,1516,1538,25137735,25137735,4905793,7444203,16600209,513949,4070800,24735,174207726,25084884,23714788,57324,56620,46208240160,382.5,71.852,20
547,18,18,29676273,29676273,2784933,7435016,16839017,325433,1855538,58,126388067,4264489,4264489,7473,7473,62423319086,621.6,101.624,29
548,7,7,15157686,15157686,1345288,6369774,11284697,275275,1435902,0,84398783,2028427,2028427,3352,3352,32686762199,345.8,60.329,15
549,225,228,15526939,15526939,2205402,14101893,13682801,638002,3370627,191,162541431,12573338,12373334,22484,22386,32347222214,319.9,56.498,15
550,6,6,13696609,13696609,1127879,4517344,10386544,206289,1159339,2,75994460,2100080,2100080,3406,3406,41043058655,430.6,61.101,19
551,33,33,15999490,15999490,1156644,9202024,12981484,400298,2350466,64,122124180,6085627,6077113,10969,10966,41641530622,460.5,77.548,19
552,139,141,16777265,16777265,2031030,7327021,15836025,326541,1765926,437,101201981,4179189,4176572,9295,9290,26236928190,257.4,38.941,12
553,29,29,14171569,14171569,1788722,9439654,10445445,414775,2102936,12,104521868,5331350,5331350,9561,9561,20934277056,210.8,33.887,10
554,207,209,31707871,31707871,3912146,13802752,32188226,647710,3430019,1620,241065823,15439492,15419446,31228,31208,67645067138,695.3,112.007,33
555,99,99,17130355,17130355,2787585,20003771,15822133,842111,4652534,12,201783072,13671778,13487010,23967,23899,34698371653,336.5,63.994,16
556,398,401,15273488,15273488,3331667,11013213,10810688,506954,2994350,1680,148453108,17080470,17058177,38002,37989,27995587836,293.0,43.057,13
557,71,72,15361438,15361438,5135169,30374223,21856388,2407273,3584841,29705562,318160813,10558051,10126840,18498,18468,94445359130,639.4,144.927,39
558,193,195,13808429,13808429,3285018,12033236,14566917,528378,3196059,6,151951053,11040391,10903157,21174,21097,31536641392,324.3,55.02,15
559,2006,2026,25130585,25130585,6986505,26061795,27000334,1320755,9033964,477,397869078,60830619,58095598,117980,116023,45218286770,458.8,70.471,21
560,1,1,36666706,36666706,1514211,1745490,15106349,13665,7914192,2867,72114248,51044,51044,201,201,45047746411,289.4,69.959,21
561,2,2,10985953,10985953,40975983,1129931,9046996,7057,2463921,1382,85475398,51114,51114,196,196,42585668978,236.3,60.503,18
562,9,9,1391337,1391337,36962780,240959,630705,6977,374380,1092,27185031,207209,205299,794,792,28311266703,152.2,37.678,13
563,62,62,26845412,26845412,28608520,3196481,16283392,167919,6092998,34940,143258501,943107,936947,3498,3494,58768728370,396.2,83.714,25
564,4,4,28277272,28277272,465508,2135491,11696309,13595,6368136,2604,61358466,166076,166076,664,664,35175764201,238.5,55.635,17
565,34,34,8360557,8360557,412501,711333,3764776,29907,1914830,5672,26180620,615085,599074,2294,2284,12314945661,89.9,19.396,6
566,122,122,27028907,27028907,473731,4550460,9068412,413684,5350778,134317,83285171,612709,584095,2275,2263,33037031148,212.5,47.791,14
567,315,317,14889635,14889635,3475076,5027362,13260504,284154,1896035,43,136750252,14356865,14274631,20973,20926,30315611656,262.5,50.548,14
568,1135,1161,12185227,12185227,3468475,5529504,9440737,339574,2313794,584,145704648,26277204,25259198,47459,47119,25403425354,242.5,44.722,12
569,96,96,23484454,23484454,950322,2419635,13426607,80715,3992202,8737,79798468,3261903,3130491,6760,6751,36466423958,288.3,58.888,19
570,711,715,22790249,22790249,2203417,46113228,11728113,4299051,3284268,58934892,435000380,11596883,11015146,32996,32438,187090483515,915.4,259.128,78
571,539,543,18698738,18698738,2402063,2752800,8944186,175244,3237965,12442,89543783,7349953,7010357,18882,18817,29578780370,228.4,42.232,13
