program,function,names,circuit,circuit_name,circuit_members,function_main_width,circuit_main_width,canonical_seed_words,canonical_seed_bytes,guarded_u8_seed_bytes_estimate,function_expansion_canonical,circuit_expansion_canonical,static_operation_sites,static_external_read_sites,preparation_arithmetic_sites,row_operation_sites,real_rows
ixvm,0,memo_u32_less_than,0,ixvm_group_00,4,16,33,3,24,16,5.333333,11.000000,1,0,0,1,
ixvm,1,address_eq_tail,1,ixvm_group_01,11,74,122,67,536,80,1.104478,1.820896,169,2,0,163,
ixvm,2,address_eq,2,address_eq,1,70,70,68,544,80,1.029412,1.029412,5,3,1,4,
ixvm,4,u64_byte_count,3,u64_byte_count,1,144,144,9,72,16,16.000000,16.000000,128,0,0,0,
ixvm,5,u64_is_zero,4,u64_is_zero,1,19,19,9,72,16,2.111111,2.111111,9,0,0,0,
ixvm,13,u64_eq,5,ixvm_group_02,12,27,50,17,136,24,1.588235,2.941176,17,0,0,8,
ixvm,14,u64_add,6,ixvm_group_03,4,33,63,17,136,24,1.941176,3.705882,22,0,0,21,
ixvm,15,relaxed_u64_succ,5,ixvm_group_02,12,19,50,9,72,16,2.111111,5.555556,52,0,0,0,
ixvm,16,relaxed_u64_pred,7,ixvm_group_04,2,19,20,9,72,16,2.111111,2.222222,52,0,0,0,
ixvm,17,flatten_u64,7,ixvm_group_04,2,10,20,9,72,16,1.111111,2.222222,20,0,0,0,
ixvm,21,verify_bytes_against,8,ixvm_group_05,12,72,104,71,568,80,1.014085,1.464789,53,6,46,6,
ixvm,22,bytes_to_addr,9,ixvm_group_06,8,41,79,40,320,48,1.025000,1.975000,53,7,46,7,
ixvm,23,blake3_next_layer,10,ixvm_group_07,7,175,200,170,1360,184,1.029412,1.176471,116,7,103,7,
ixvm,24,blake3_compress_layer,11,ixvm_group_08,3,141,174,137,1096,144,1.029197,1.270073,8,6,2,6,
ixvm,25,blake3_compress_chunks,12,blake3_compress_chunks,1,17,17,13,104,24,1.307692,1.307692,10,5,1,5,
ixvm,26,bytes_to_block,13,bytes_to_block,1,195,195,194,1552,208,1.005155,1.005155,64,64,0,64,
ixvm,27,pad_block,14,pad_block,1,8,8,5,40,16,1.600000,1.600000,6,2,2,2,
ixvm,28,blake3_finish,11,ixvm_group_08,3,168,174,154,1232,168,1.090909,1.129870,142,15,127,17,
ixvm,29,blake3_compress_block,15,blake3_compress_block,1,177,177,174,1392,184,1.017241,1.017241,129,24,100,31,
ixvm,33,blake3_compress,16,blake3_compress,1,533,533,162,1296,176,3.290123,3.290123,483,1,0,353,
ixvm,34,put_expr,17,ixvm_group_09,11,90,169,78,624,88,1.153846,2.166667,45,33,0,33,
ixvm,35,put_u64_le,18,ixvm_group_10,16,16,63,13,104,24,1.230769,4.846154,6,2,4,2,
ixvm,36,put_tag0,19,ixvm_group_11,11,18,56,13,104,24,1.384615,4.307692,19,6,13,8,
ixvm,37,put_tag2,20,ixvm_group_12,16,19,106,14,112,24,1.357143,7.571429,28,6,22,8,
ixvm,38,put_tag4,19,ixvm_group_11,11,19,56,14,112,24,1.357143,4.000000,28,6,22,8,
ixvm,39,put_u64_list,21,ixvm_group_13,15,17,58,15,120,24,1.133333,3.866667,3,3,0,3,
ixvm,40,put_lam_mode;put_quot_kind,22,ixvm_group_14,16,8,42,4,32,16,2.000000,10.500000,12,4,8,4,
ixvm,41,put_all_mode,23,ixvm_group_15,16,13,58,5,40,16,2.600000,11.600000,24,8,16,8,
ixvm,42,app_telescope_count,24,ixvm_group_16,16,55,114,53,424,64,1.037736,2.150943,11,3,0,3,
ixvm,43,lam_telescope_count,24,ixvm_group_16,16,55,114,53,424,64,1.037736,2.150943,11,3,0,3,
ixvm,44,all_telescope_count,24,ixvm_group_16,16,55,114,53,424,64,1.037736,2.150943,11,3,0,3,
ixvm,45,put_app_telescope,24,ixvm_group_16,16,60,114,58,464,72,1.034483,1.965517,5,5,0,5,
ixvm,46,put_lam_telescope,24,ixvm_group_16,16,61,114,59,472,72,1.033898,1.932203,6,6,0,6,
ixvm,47,put_all_telescope,24,ixvm_group_16,16,61,114,59,472,72,1.033898,1.932203,6,6,0,6,
ixvm,48,put_address,25,ixvm_group_17,6,68,136,67,536,80,1.014925,2.029851,65,33,32,33,
ixvm,49,pack_def_kind_safety,22,ixvm_group_14,16,12,42,3,24,16,4.000000,14.000000,9,0,0,0,
ixvm,50,univ_succ_count,26,ixvm_group_18,16,37,101,35,280,48,1.057143,2.885714,11,3,0,3,
ixvm,51,univ_succ_base,20,ixvm_group_12,16,30,106,28,224,40,1.071429,3.785714,2,2,0,2,
ixvm,52,put_univ,26,ixvm_group_18,16,37,101,32,256,40,1.156250,3.156250,38,16,2,16,
ixvm,53,put_expr_list,27,ixvm_group_19,12,28,103,26,208,40,1.076923,3.961538,4,4,0,4,
ixvm,54,put_univ_list,28,ixvm_group_20,15,19,57,17,136,24,1.117647,3.352941,4,4,0,4,
ixvm,55,put_address_list,28,ixvm_group_20,15,10,57,8,64,16,1.250000,7.125000,3,3,0,3,
ixvm,56,put_definition,24,ixvm_group_16,16,56,114,55,440,64,1.018182,2.072727,8,7,1,7,
ixvm,57,put_recursor_rule,20,ixvm_group_12,16,32,106,31,248,40,1.032258,3.419355,3,3,0,3,
ixvm,58,put_recursor_rule_list,21,ixvm_group_13,15,18,58,16,128,24,1.125000,3.625000,3,3,0,3,
ixvm,59,put_recursor,29,ixvm_group_21,12,82,219,81,648,88,1.012346,2.703704,15,11,4,11,
ixvm,60,put_axiom,26,ixvm_group_18,16,34,101,33,264,40,1.030303,3.060606,5,4,1,4,
ixvm,61,put_quotient,26,ixvm_group_18,16,34,101,33,264,40,1.030303,3.060606,4,4,0,4,
ixvm,62,put_constructor,24,ixvm_group_16,16,61,114,60,480,72,1.016667,1.900000,8,7,1,7,
ixvm,63,put_constructor_list,26,ixvm_group_18,16,43,101,41,328,48,1.048780,2.463415,3,3,0,3,
ixvm,64,put_inductive,24,ixvm_group_16,16,63,114,62,496,72,1.016129,1.838710,10,9,1,9,
ixvm,65,put_definition_proj;put_inductive_proj;put_recursor_proj,19,ixvm_group_11,11,14,56,13,104,24,1.076923,4.307692,2,2,0,2,
ixvm,66,put_constructor_proj,8,ixvm_group_05,12,23,104,22,176,32,1.045455,4.727273,3,3,0,3,
ixvm,67,put_mut_const,20,ixvm_group_12,16,52,106,49,392,56,1.061224,2.163265,12,6,6,6,
ixvm,68,put_mut_const_list,26,ixvm_group_18,16,54,101,52,416,64,1.038462,1.942308,3,3,0,3,
ixvm,69,put_constant_info,30,ixvm_group_22,7,56,92,48,384,56,1.166667,1.916667,8,8,0,8,
ixvm,70,put_sharing,28,ixvm_group_20,15,14,57,13,104,24,1.076923,4.384615,3,3,0,3,
ixvm,71,put_refs,31,ixvm_group_23,14,14,45,13,104,24,1.076923,3.461538,3,3,0,3,
ixvm,72,put_univs,31,ixvm_group_23,14,14,45,13,104,24,1.076923,3.461538,3,3,0,3,
ixvm,73,put_constant,30,ixvm_group_22,7,72,92,63,504,72,1.142857,1.460317,95,22,0,22,
ixvm,74,read_byte,32,ixvm_group_24,5,8,21,6,48,16,1.333333,3.500000,5,2,2,2,
ixvm,75,get_u64_le,33,get_u64_le,1,18,18,15,120,24,1.200000,1.200000,12,2,2,2,
ixvm,76,get_tag0,34,get_tag0,1,26,26,14,112,24,1.857143,1.857143,34,2,1,25,
ixvm,77,get_tag2,35,ixvm_group_25,5,26,39,14,112,24,1.857143,2.785714,31,2,15,19,
ixvm,78,get_tag4,36,get_tag4,1,25,25,14,112,24,1.785714,1.785714,27,2,9,3,
ixvm,79,get_u64_list,37,get_u64_list,1,33,33,31,248,40,1.064516,1.064516,9,6,3,6,
ixvm,80,get_app_telescope,38,get_app_telescope,1,27,27,25,200,32,1.080000,1.080000,7,5,2,5,
ixvm,81,get_lam_mode,39,get_lam_mode,1,10,10,5,40,16,2.000000,2.000000,9,1,0,3,
ixvm,82,get_all_mode,40,get_all_mode,1,14,14,5,40,16,2.800000,2.800000,21,1,0,3,
ixvm,83,get_lam_telescope,41,ixvm_group_26,2,35,38,31,248,40,1.129032,1.225806,13,8,2,8,
ixvm,84,get_all_telescope,41,ixvm_group_26,2,35,38,31,248,40,1.129032,1.225806,13,8,2,8,
ixvm,85,get_expr,42,get_expr,1,49,49,35,280,48,1.400000,1.400000,49,25,15,25,
ixvm,86,get_expr_let,8,ixvm_group_05,12,20,104,19,152,32,1.052632,5.473684,27,6,18,6,
ixvm,87,build_succ_chain,8,ixvm_group_05,12,39,104,37,296,48,1.054054,2.810811,6,4,0,4,
ixvm,88,get_univ,43,ixvm_group_27,3,39,64,34,272,48,1.147059,1.882353,19,12,0,12,
ixvm,89,get_address,44,get_address,1,100,100,99,792,112,1.010101,1.010101,33,33,0,33,
ixvm,90,get_expr_list,45,get_expr_list,1,26,26,24,192,32,1.083333,1.083333,9,6,3,6,
ixvm,91,get_univ_list,46,ixvm_group_28,7,35,62,33,264,40,1.060606,1.878788,10,7,3,7,
ixvm,92,get_address_list,47,get_address_list,1,26,26,24,192,32,1.083333,1.083333,9,6,3,6,
ixvm,96,unpack_def_kind_safety,48,ixvm_group_30,11,11,52,2,16,16,5.500000,26.000000,18,0,0,0,
ixvm,97,get_definition,49,ixvm_group_31,4,20,40,19,152,32,1.052632,2.105263,5,5,0,5,
ixvm,99,get_recursor_rule_list,27,ixvm_group_19,12,35,103,33,264,40,1.060606,3.121212,10,7,3,7,
ixvm,100,get_recursor,1,ixvm_group_01,11,71,122,62,496,72,1.145161,1.967742,10,9,0,10,
ixvm,101,assert_wire_bool,48,ixvm_group_30,11,4,52,2,16,16,2.000000,26.000000,4,0,0,2,
ixvm,102,get_axiom,50,ixvm_group_32,11,16,89,15,120,24,1.066667,5.933333,4,3,0,3,
ixvm,103,get_quot_kind;quot_kind_tag,5,ixvm_group_02,12,6,50,2,16,16,3.000000,25.000000,4,0,0,0,
ixvm,104,get_quotient,50,ixvm_group_32,11,17,89,16,128,24,1.062500,5.562500,4,4,0,4,
ixvm,105,get_constructor,9,ixvm_group_06,8,43,79,42,336,56,1.023810,1.880952,7,6,0,6,
ixvm,106,get_constructor_list,51,ixvm_group_33,5,59,106,57,456,64,1.035088,1.859649,9,6,3,6,
ixvm,107,get_inductive,27,ixvm_group_19,12,53,103,44,352,56,1.204545,2.340909,8,7,0,8,
ixvm,108,get_definition_proj;get_inductive_proj;get_recursor_proj,52,ixvm_group_34,5,14,34,13,104,24,1.076923,2.615385,2,2,0,2,
ixvm,109,get_constructor_proj;get_reveal_rule,35,ixvm_group_25,5,23,39,22,176,32,1.045455,1.772727,3,3,0,3,
ixvm,110,get_mut_const,9,ixvm_group_06,8,52,79,49,392,56,1.061224,1.612245,9,4,0,4,
ixvm,111,get_mut_const_list,51,ixvm_group_33,5,70,106,68,544,80,1.029412,1.558824,9,6,3,6,
ixvm,112,get_constant_info_by_variant,53,ixvm_group_35,2,56,72,48,384,56,1.166667,1.500000,23,8,0,8,
ixvm,114,get_constant,11,ixvm_group_08,3,140,174,91,728,104,1.538462,1.912088,19,9,0,11,
ixvm,115,collect_spine,54,collect_spine,1,11,11,9,72,16,1.222222,1.222222,6,4,2,4,
ixvm,116,klimbs_succ,55,ixvm_group_36,9,27,74,23,184,32,1.173913,3.217391,28,7,21,7,
ixvm,117,klimbs_add_carry,56,klimbs_add_carry,1,49,49,44,352,56,1.113636,1.113636,17,8,9,8,
ixvm,118,klimbs_add,57,klimbs_add,1,5,5,4,32,16,1.250000,1.250000,2,1,0,1,
ixvm,119,u64_sub_with_borrow,58,ixvm_group_37,11,33,79,17,136,24,1.941176,4.647059,22,0,0,21,
ixvm,120,klimbs_sub_borrow,43,ixvm_group_27,3,51,64,45,360,56,1.133333,1.422222,43,15,26,15,
ixvm,121,glimbs_to_klimbs,59,ixvm_group_38,6,16,41,14,112,24,1.142857,2.928571,11,4,3,4,
ixvm,122,klimbs_normalize,60,klimbs_normalize,1,30,30,26,208,40,1.153846,1.153846,17,9,8,9,
ixvm,123,klimbs_sub,61,ixvm_group_39,13,8,40,6,48,16,1.333333,6.666667,6,3,3,3,
ixvm,124,klimbs_le,31,ixvm_group_23,14,17,45,14,112,24,1.214286,3.214286,4,2,0,2,
ixvm,125,klimbs_dec,28,ixvm_group_20,15,6,57,5,40,16,1.200000,11.400000,14,3,11,3,
ixvm,127,u64_mul,25,ixvm_group_17,6,90,136,17,136,24,5.294118,8.000000,219,0,0,98,
ixvm,129,klimbs_mul,32,ixvm_group_24,5,6,21,5,40,16,1.200000,4.200000,5,2,2,2,
ixvm,130,klimbs_mul_outer,62,klimbs_mul_outer,1,21,21,19,152,32,1.105263,1.105263,15,5,8,5,
ixvm,131,klimbs_mul_single,63,klimbs_mul_single,1,68,68,63,504,72,1.079365,1.079365,19,12,7,12,
ixvm,132,klimbs_shl_limbs,64,klimbs_shl_limbs,1,8,8,5,40,16,1.600000,1.600000,13,2,9,2,
ixvm,133,klimbs_is_zero,52,ixvm_group_34,5,16,34,13,104,24,1.230769,2.615385,4,2,0,2,
ixvm,134,klimbs_div_mod,65,ixvm_group_40,7,18,58,16,128,24,1.125000,3.625000,18,13,0,13,
ixvm,135,klimbs_div,66,ixvm_group_41,11,6,55,5,40,16,1.200000,11.000000,1,1,0,1,
ixvm,136,klimbs_mod,5,ixvm_group_02,12,6,50,5,40,16,1.200000,10.000000,1,1,0,1,
ixvm,137,klimbs_gcd,66,ixvm_group_41,11,8,55,6,48,16,1.333333,9.166667,3,3,0,3,
ixvm,138,klimbs_pow,65,ixvm_group_40,7,17,58,14,112,24,1.214286,4.142857,34,12,22,12,
ixvm,139,u64_and,67,ixvm_group_42,9,26,85,17,136,24,1.529412,5.000000,8,0,0,8,
ixvm,140,u64_or,20,ixvm_group_12,16,26,106,17,136,24,1.529412,6.235294,8,0,0,8,
ixvm,141,u64_xor_kbits,20,ixvm_group_12,16,26,106,17,136,24,1.529412,6.235294,8,0,0,8,
ixvm,142,klimbs_land,67,ixvm_group_42,9,36,85,33,264,40,1.090909,2.575758,12,7,5,7,
ixvm,143,klimbs_lor,26,ixvm_group_18,16,36,101,33,264,40,1.090909,3.060606,6,5,1,5,
ixvm,144,klimbs_xor_op,26,ixvm_group_18,16,36,101,33,264,40,1.090909,3.060606,6,5,1,5,
ixvm,145,klimbs_shl,23,ixvm_group_15,16,8,58,7,56,16,1.142857,8.285714,15,4,11,4,
ixvm,146,klimbs_shr,66,ixvm_group_41,11,8,55,7,56,16,1.142857,7.857143,15,4,11,4,
ixvm,147,nat_zero_addr;nat_zero_addr_iota,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,148,nat_succ_addr;nat_succ_addr_iota,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,149,nat_pred_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,150,int_of_nat_addr;int_of_nat_addr_dec,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,151,int_neg_succ_addr;int_neg_succ_addr_dec,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,152,int_add_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,153,int_sub_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,154,int_mul_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,155,int_neg_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,156,int_emod_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,157,int_ediv_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,158,int_bmod_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,159,int_bdiv_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,160,int_nat_abs_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,161,int_pow_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,162,nat_add_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,163,nat_sub_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,164,nat_mul_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,165,nat_pow_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,166,nat_gcd_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,167,nat_mod_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,168,nat_div_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,169,nat_land_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,170,nat_lor_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,171,nat_xor_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,172,nat_shift_left_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,173,nat_shift_right_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,174,nat_beq_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,175,nat_ble_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,176,bool_true_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,177,bool_false_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,178,system_platform_num_bits_addr,72,ixvm_group_47,12,3,54,2,16,16,1.500000,27.000000,33,1,32,1,
ixvm,179,punit_size_of_1_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,180,reduce_bool_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,181,reduce_nat_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,182,subtype_val_addr,72,ixvm_group_47,12,3,54,2,16,16,1.500000,27.000000,33,1,32,1,
ixvm,183,system_platform_get_num_bits_addr,5,ixvm_group_02,12,3,50,2,16,16,1.500000,25.000000,33,1,32,1,
ixvm,184,is_native_prim_addr,73,ixvm_group_48,5,23,38,12,96,24,1.916667,3.166667,16,10,0,10,
ixvm,185,mk_nat_literal_64,22,ixvm_group_14,16,5,42,4,32,16,1.250000,10.500000,17,3,14,3,
ixvm,186,mk_nat_one,22,ixvm_group_14,16,5,42,4,32,16,1.250000,10.500000,17,3,14,3,
ixvm,187,try_native_dispatch,74,ixvm_group_49,5,44,89,19,152,32,2.315789,4.684211,34,20,10,23,
ixvm,188,try_reduce_subtype_val,67,ixvm_group_42,9,31,85,13,104,24,2.384615,6.538462,26,10,12,12,
ixvm,189,check_native_bool,75,ixvm_group_50,11,14,62,11,88,24,1.272727,5.636364,17,7,7,8,
ixvm,190,check_native_nat,18,ixvm_group_10,16,11,63,7,56,16,1.571429,9.000000,12,3,6,3,
ixvm,191,bit_vec_to_nat_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,192,bit_vec_of_nat_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,193,bit_vec_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,194,bit_vec_ult_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,195,decidable_decide_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,196,lt_lt_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,197,is_bitvec_prim_addr,76,ixvm_group_51,6,15,32,8,64,16,1.875000,4.000000,10,6,0,6,
ixvm,198,mk_bool,66,ixvm_group_41,11,8,55,5,40,16,1.600000,11.000000,14,6,8,6,
ixvm,199,bv_to_nat_via,50,ixvm_group_32,11,19,89,15,120,24,1.266667,5.933333,32,11,17,11,
ixvm,200,try_reduce_bit_vec_ult,77,ixvm_group_52,9,29,89,12,96,24,2.416667,7.416667,31,11,16,13,
ixvm,201,try_reduce_decide_bitvec_lt,25,ixvm_group_17,6,81,136,32,256,40,2.531250,4.250000,72,28,37,34,
ixvm,202,bitvec_of_nat_args_direct,50,ixvm_group_32,11,18,89,13,104,24,1.384615,6.846154,39,13,22,15,
ixvm,203,try_bitvec_dispatch,78,ixvm_group_53,6,32,67,13,104,24,2.461538,5.153846,35,18,13,20,
ixvm,204,bitvec_prep_spine_ult,75,ixvm_group_50,11,22,62,18,144,32,1.222222,3.444444,12,9,3,9,
ixvm,205,np_whnf_inner_bv,23,ixvm_group_15,16,8,58,7,56,16,1.142857,8.285714,3,3,0,3,
ixvm,206,string_utf8_byte_size_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,207,string_append_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,208,string_of_list_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,209,char_of_nat_addr,22,ixvm_group_14,16,3,42,2,16,16,1.500000,21.000000,33,1,32,1,
ixvm,210,list_nil_addr,79,ixvm_group_54,7,3,10,2,16,16,1.500000,5.000000,33,1,32,1,
ixvm,211,list_cons_addr,79,ixvm_group_54,7,3,10,2,16,16,1.500000,5.000000,33,1,32,1,
ixvm,212,char_type_addr,22,ixvm_group_14,16,3,42,2,16,16,1.500000,21.000000,33,1,32,1,
ixvm,213,string_back_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,214,string_legacy_back_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,215,string_to_byte_array_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,216,byte_array_empty_addr,22,ixvm_group_14,16,3,42,2,16,16,1.500000,21.000000,33,1,32,1,
ixvm,217,string_dec_eq_addr,68,ixvm_group_43,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,218,str_addr;str_addr_io;string_type_addr,5,ixvm_group_02,12,3,50,2,16,16,1.500000,25.000000,33,1,32,1,
ixvm,219,is_str_prim_addr,6,ixvm_group_03,4,31,63,16,128,24,1.937500,3.937500,22,14,0,14,
ixvm,220,try_str_dispatch,74,ixvm_group_49,5,68,89,31,248,40,2.193548,2.870968,108,44,50,48,
ixvm,221,try_str_back,77,ixvm_group_52,9,32,89,15,120,24,2.133333,5.933333,38,13,21,15,
ixvm,222,try_str_to_byte_array,67,ixvm_group_42,9,32,85,14,112,24,2.285714,6.071429,35,11,19,13,
ixvm,223,utf8_validate,80,ixvm_group_55,9,9,43,7,56,16,1.285714,6.142857,3,2,0,2,
ixvm,224,utf8_last_codepoint,22,ixvm_group_14,16,4,42,3,24,16,1.333333,14.000000,2,1,0,1,
ixvm,225,utf8_last_go,18,ixvm_group_10,16,11,63,9,72,16,1.222222,7.000000,3,3,0,3,
ixvm,226,utf8_cont,22,ixvm_group_14,16,5,42,2,16,16,2.500000,21.000000,6,0,0,4,
ixvm,227,utf8_decode_one,81,ixvm_group_56,6,38,76,15,120,24,2.533333,5.066667,48,12,8,43,
ixvm,228,str_lit_to_ctor,74,ixvm_group_49,5,23,89,22,176,32,1.045455,4.045455,47,20,27,20,
ixvm,229,build_char_list,75,ixvm_group_50,11,18,62,16,128,24,1.125000,3.875000,17,8,9,8,
ixvm,230,str_lit_delta_step,24,ixvm_group_16,16,38,114,32,256,40,1.187500,3.562500,16,11,5,11,
ixvm,231,str_lit_to_ctor_app_or_self,82,ixvm_group_57,3,12,15,9,72,16,1.333333,1.666667,3,3,0,3,
ixvm,233,klimbs_from_g,83,ixvm_group_58,5,14,55,9,72,16,1.555556,6.111111,29,4,15,12,
ixvm,234,walk_char_list_bytes,77,ixvm_group_52,9,32,89,22,176,32,1.454545,4.045455,42,20,14,20,
ixvm,235,char_lit_codepoint,18,ixvm_group_10,16,11,63,8,64,16,1.375000,7.875000,4,3,0,3,
ixvm,236,char_lit_codepoint_syn,75,ixvm_group_50,11,25,62,18,144,32,1.388889,3.444444,16,6,0,6,
ixvm,237,klimbs_scalar_value,29,ixvm_group_21,12,71,219,22,176,32,3.227273,9.954545,31,2,0,19,
ixvm,240,utf8_encode_prepend,84,ixvm_group_59,7,106,159,11,88,24,9.636364,14.454545,79,11,42,33,
ixvm,242,is_int_prim_addr,81,ixvm_group_56,6,23,76,22,176,32,1.045455,3.454545,29,20,0,20,
ixvm,243,try_extract_nat,80,ixvm_group_55,9,16,43,9,72,16,1.777778,4.777778,21,8,8,8,
ixvm,244,try_extract_nat_app,76,ixvm_group_51,6,17,32,12,96,24,1.416667,2.666667,18,8,6,8,
ixvm,245,mk_nat_lit,72,ixvm_group_47,12,4,54,3,24,16,1.333333,18.000000,4,1,3,1,
ixvm,246,try_extract_int_prim,85,ixvm_group_60,9,25,65,18,144,32,1.388889,3.611111,34,14,8,14,
ixvm,247,mk_int_prim,50,ixvm_group_32,11,22,89,12,96,24,1.833333,7.416667,19,10,9,13,
ixvm,248,int_add_prim,86,ixvm_group_61,9,13,54,8,64,16,1.625000,6.750000,8,7,1,8,
ixvm,249,int_emod_prim,87,ixvm_group_62,10,14,56,9,72,16,1.555556,6.222222,12,7,3,10,
ixvm,250,int_ediv_prim,75,ixvm_group_50,11,21,62,12,96,24,1.750000,5.166667,23,9,5,20,
ixvm,251,int_bmod_prim,75,ixvm_group_50,11,23,62,15,120,24,1.533333,4.133333,29,13,14,16,
ixvm,252,int_bdiv_prim,77,ixvm_group_52,9,34,89,20,160,32,1.700000,4.450000,54,19,30,28,
ixvm,253,try_int_prim_dispatch,81,ixvm_group_56,6,44,76,20,160,32,2.200000,3.800000,52,22,25,32,
ixvm,254,try_int_prim_second,67,ixvm_group_42,9,46,85,27,216,40,1.703704,3.148148,91,45,42,66,
ixvm,255,apply_spine;apply_spine_expr;np_apply_spine,88,apply_spine,1,10,10,8,64,16,1.250000,1.250000,5,3,2,3,
ixvm,256,try_nat_binop_addr,25,ixvm_group_17,6,62,136,34,272,48,1.823529,4.000000,87,69,3,69,
ixvm,257,try_match_nat_add,59,ixvm_group_38,6,25,41,17,136,24,1.470588,2.411765,32,12,14,14,
ixvm,258,build_succ_offset,89,ixvm_group_63,10,21,112,18,144,32,1.166667,6.222222,46,16,30,16,
ixvm,259,cleanup_nat_offset_major,49,ixvm_group_31,4,25,40,18,144,32,1.388889,2.222222,7,7,0,7,
ixvm,260,mk_nat_offset_stuck,28,ixvm_group_20,15,15,57,12,96,24,1.250000,4.750000,19,9,8,9,
ixvm,261,is_nat_succ_ih_step,55,ixvm_group_36,9,34,74,24,192,32,1.416667,3.083333,19,9,3,12,
ixvm,262,try_nat_linear_rec,65,ixvm_group_40,7,37,58,18,144,32,2.055556,3.222222,34,14,16,16,
