program,function,names,circuit,circuit_name,circuit_members,function_main_width,circuit_main_width,canonical_seed_words,canonical_seed_bytes,guarded_u8_seed_bytes_estimate,function_expansion_canonical,circuit_expansion_canonical,static_operation_sites,static_external_read_sites,preparation_arithmetic_sites,row_operation_sites,real_rows
multi-stark,177,ch_sample_ext,4,verifier_group_03,13,24,207,23,184,32,1.043478,9.000000,2,2,0,2,
multi-stark,178,take_bits,7,verifier_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
multi-stark,179,ch_sample_bits,5,verifier_group_04,15,53,134,20,160,32,2.650000,6.700000,13,7,6,11,
multi-stark,180,snoc_b8,4,verifier_group_03,13,14,207,13,104,24,1.076923,15.923077,5,3,2,3,
multi-stark,181,snoc_cap,12,verifier_group_10,15,7,81,6,48,16,1.166667,13.500000,5,3,2,3,
multi-stark,183,limbs_onto,0,verifier_group_00,12,17,68,15,120,24,1.133333,4.533333,3,3,0,3,
multi-stark,185,ext_exp_pow2,3,verifier_group_02,12,13,46,6,48,16,2.166667,7.666667,11,1,0,5,
multi-stark,186,two_adic_gen,12,verifier_group_10,15,9,81,3,24,16,3.000000,27.000000,6,1,2,2,
multi-stark,188,pow2,12,verifier_group_10,15,6,81,3,24,16,2.000000,27.000000,6,1,2,1,
multi-stark,190,ood_fold,26,verifier_group_14,3,12,16,7,56,16,1.714286,2.285714,10,0,0,4,
multi-stark,191,from_ext_basis,0,verifier_group_00,12,6,68,5,40,16,1.200000,13.600000,12,0,0,0,
multi-stark,192,reconstruct_ext_row,3,verifier_group_02,12,16,46,14,112,24,1.142857,3.285714,9,6,3,6,
multi-stark,193,eval_at,37,eval_at,1,43,43,24,192,32,1.791667,1.791667,34,15,2,21,
multi-stark,194,fold_roots,35,verifier_group_17,6,31,45,29,232,40,1.068966,1.551724,4,4,0,4,
multi-stark,195,pair_mul,11,verifier_group_09,2,26,34,9,72,16,2.888889,3.777778,46,0,0,16,
multi-stark,196,logup_fingerprint,35,verifier_group_17,6,35,45,33,264,40,1.060606,1.363636,10,4,0,4,
multi-stark,197,logup_steps_fold,4,verifier_group_03,13,94,207,81,648,88,1.160494,2.555556,102,21,63,34,
multi-stark,200,quotient_eval,12,verifier_group_10,15,22,81,12,96,24,1.833333,6.750000,22,2,8,10,
multi-stark,201,quotient_degree_of,24,verifier_group_13,10,39,108,2,16,16,19.500000,54.000000,19,0,0,0,
multi-stark,203,ood_loop,19,verifier_group_12,6,180,238,94,752,104,1.914894,2.531915,317,54,158,198,
multi-stark,204,fingerprint_vals,5,verifier_group_04,15,22,134,16,128,24,1.375000,8.375000,36,2,0,6,
multi-stark,205,claims_acc,24,verifier_group_13,10,25,108,15,120,24,1.666667,7.200000,26,3,0,20,
multi-stark,206,assert_bits,3,verifier_group_02,12,9,46,6,48,16,1.500000,7.666667,8,2,0,5,
multi-stark,207,select_active_circuits,3,verifier_group_02,12,23,46,19,152,32,1.210526,2.421053,9,6,3,6,
multi-stark,208,select_active_prep,3,verifier_group_02,12,16,46,12,96,24,1.333333,3.833333,9,6,3,6,
multi-stark,209,count_onto,38,count_onto,1,18,18,4,32,16,4.500000,4.500000,45,1,0,15,
multi-stark,210,claims_onto,39,claims_onto,1,7,7,6,48,16,1.166667,1.166667,3,3,0,3,
multi-stark,211,claims_onto_each,40,claims_onto_each,1,12,12,10,80,24,1.200000,1.200000,5,5,0,5,
multi-stark,212,header_onto,41,header_onto,1,13,13,12,96,24,1.083333,1.083333,6,6,0,6,
multi-stark,213,headers_onto,42,headers_onto,1,13,13,11,88,24,1.181818,1.181818,3,3,0,3,
multi-stark,214,messages_onto,43,messages_onto,1,7,7,6,48,16,1.166667,1.166667,3,3,0,3,
multi-stark,215,messages_onto_each,44,messages_onto_each,1,21,21,19,152,32,1.105263,1.105263,6,6,0,6,
multi-stark,216,batch_fiat_shamir,45,batch_fiat_shamir,1,73,73,72,576,80,1.013889,1.013889,155,33,38,33,
multi-stark,217,shard_fiat_shamir,46,shard_fiat_shamir,1,64,64,50,400,64,1.280000,1.280000,144,10,7,24,
multi-stark,218,assert_same_bits;assert_same_u8s,47,assert_same_bits,1,12,12,10,80,24,1.200000,1.200000,9,4,0,4,
multi-stark,219,assert_same_limbs,48,assert_same_limbs,1,27,27,25,200,32,1.080000,1.080000,11,5,0,5,
multi-stark,220,assert_same_claims,49,assert_same_claims,1,13,13,11,88,24,1.181818,1.181818,11,5,0,5,
multi-stark,221,assert_same_cap,50,assert_same_cap,1,80,80,78,624,88,1.025641,1.025641,22,10,0,10,
multi-stark,222,last_acc,51,last_acc,1,15,15,12,96,24,1.250000,1.250000,3,3,0,3,
multi-stark,223,messages_acc,52,messages_acc,1,35,35,23,184,32,1.521739,1.521739,56,3,0,43,
multi-stark,224,log_degree_ok,53,log_degree_ok,1,69,69,2,16,16,34.500000,34.500000,34,0,0,0,
multi-stark,225,assert_log_degrees_ok,54,assert_log_degrees_ok,1,9,9,7,56,16,1.285714,1.285714,6,3,0,3,
multi-stark,226,count_ones,55,count_ones,1,8,8,6,48,16,1.333333,1.333333,4,2,0,2,
multi-stark,227,assert_shard_count_ok,56,assert_shard_count_ok,1,20,20,2,16,16,10.000000,10.000000,63,0,0,20,
multi-stark,228,three_limbs,57,three_limbs,1,43,43,42,336,56,1.023810,1.023810,7,4,0,4,
multi-stark,229,le_step,58,le_step,1,9,9,4,32,16,2.250000,2.250000,5,0,0,4,
multi-stark,230,bytes8_le,59,bytes8_le,1,26,26,25,200,32,1.040000,1.040000,9,8,1,8,
multi-stark,231,assert_closure_pairs,60,assert_closure_pairs,1,161,161,78,624,88,2.064103,2.064103,462,8,69,158,
multi-stark,232,verify_shard,61,verify_shard,1,149,149,120,960,128,1.241667,1.241667,156,48,56,60,
multi-stark,233,verify_shards,62,verify_shards,1,61,61,59,472,72,1.033898,1.033898,12,5,0,5,
multi-stark,234,batch_claims,63,batch_claims,1,12,12,10,80,24,1.200000,1.200000,6,4,2,4,
multi-stark,235,verify_batch,64,verify_batch,1,41,41,32,256,40,1.281250,1.281250,27,10,7,13,
multi-stark,238,read_claims_n,24,verifier_group_13,10,13,108,10,80,24,1.300000,10.800000,10,5,5,5,
multi-stark,240,read_claim_vals_n,5,verifier_group_04,15,18,134,15,120,24,1.200000,8.933333,9,4,5,4,
multi-stark,241,join_read_address,65,join_read_address,1,100,100,99,792,112,1.010101,1.010101,33,33,0,33,
multi-stark,242,join_put_address,66,join_put_address,1,68,68,67,536,80,1.014925,1.014925,65,33,32,33,
multi-stark,243,join_pack_address,67,join_pack_address,1,35,35,34,272,48,1.029412,1.029412,73,1,0,1,
multi-stark,244,join_node_hash,68,join_node_hash,1,9,9,8,64,16,1.125000,1.125000,9,5,4,5,
multi-stark,245,join_leaf_hash,69,join_leaf_hash,1,7,7,6,48,16,1.166667,1.166667,8,4,4,4,
multi-stark,247,join_address_order,70,join_address_order,1,98,98,67,536,80,1.462687,1.462687,179,2,0,162,
multi-stark,248,join_assert_strict_sorted,71,join_assert_strict_sorted,1,12,12,9,72,16,1.333333,1.333333,6,3,0,3,
multi-stark,249,join_parse_tree_body,72,join_parse_tree_body,1,12,12,9,72,16,1.333333,1.333333,13,8,5,8,
multi-stark,250,join_leaf_hashes,73,join_leaf_hashes,1,10,10,8,64,16,1.250000,1.250000,8,5,3,5,
multi-stark,251,join_pair_hashes,74,join_pair_hashes,1,15,15,12,96,24,1.250000,1.250000,48,10,38,10,
multi-stark,252,join_reduce_hashes,75,join_reduce_hashes,1,13,13,10,80,24,1.300000,1.300000,4,4,0,4,
multi-stark,253,join_canonical_root,76,join_canonical_root,1,5,5,4,32,16,1.250000,1.250000,2,2,0,2,
multi-stark,254,join_load_canonical_tree,77,join_load_canonical_tree,1,48,48,47,376,56,1.021277,1.021277,21,9,2,9,
multi-stark,255,join_load_optional_tree,78,join_load_optional_tree,1,6,6,4,32,16,1.500000,1.500000,4,2,2,2,
multi-stark,256,join_assert_same_list,79,join_assert_same_list,1,12,12,10,80,24,1.200000,1.200000,6,3,0,3,
multi-stark,257,join_assert_union,80,join_assert_union,1,22,22,15,120,24,1.466667,1.466667,18,7,0,7,
multi-stark,258,join_next_assumption,81,join_next_assumption,1,18,18,10,80,24,1.800000,1.800000,10,3,0,3,
multi-stark,259,join_seek_subject,82,join_seek_subject,1,13,13,9,72,16,1.444444,1.444444,6,3,0,3,
multi-stark,260,join_assert_difference,83,join_assert_difference,1,19,19,15,120,24,1.266667,1.266667,12,5,0,5,
multi-stark,261,join_fold_path,84,join_fold_path,1,19,19,11,88,24,1.727273,1.727273,11,5,0,7,
multi-stark,262,join_discharge_choice,85,join_discharge_choice,1,54,54,49,392,56,1.102041,1.102041,30,10,2,14,
multi-stark,263,join_assert_structural_difference,86,join_assert_structural_difference,1,18,18,14,112,24,1.285714,1.285714,12,5,0,5,
multi-stark,264,join_get_opt_address,87,join_get_opt_address,1,8,8,6,48,16,1.333333,1.333333,5,2,0,2,
multi-stark,265,join_parse_check_env,88,join_parse_check_env,1,13,13,12,96,24,1.083333,1.083333,9,4,0,4,
multi-stark,266,join_load_preimage,89,join_load_preimage,1,50,50,49,392,56,1.020408,1.020408,129,8,47,8,
multi-stark,267,join_claim_field,90,join_claim_field,1,12,12,11,88,24,1.090909,1.090909,22,1,0,1,
multi-stark,268,join_claim_digest,91,join_claim_digest,1,12,12,11,88,24,1.090909,1.090909,22,8,14,8,
multi-stark,269,join_assert_digest,92,join_assert_digest,1,18,18,17,136,24,1.058824,1.058824,8,0,0,0,
multi-stark,270,join_only_claim,93,join_only_claim,1,9,9,8,64,16,1.125000,1.125000,5,2,0,2,
multi-stark,271,join_verify_child,94,join_verify_child,1,41,41,40,320,48,1.025000,1.025000,27,14,3,14,
multi-stark,272,join_decode_lift_claim,95,join_decode_lift_claim,1,36,36,35,280,48,1.028571,1.028571,24,12,4,12,
multi-stark,273,join_decode_child,96,join_decode_child,1,56,56,46,368,56,1.217391,1.217391,26,10,9,14,
multi-stark,274,join_two,97,join_two,1,347,347,346,2768,360,1.002890,1.002890,486,98,159,98,
multi-stark,275,join_two_structural,98,join_two_structural,1,346,346,345,2760,352,1.002899,1.002899,486,97,159,97,
multi-stark,276,verify_multi_stark_proof,99,verify_multi_stark_proof,1,222,222,221,1768,232,1.004525,1.004525,319,50,110,50,
multi-stark,277,list_lookup.BatchOpening;list_lookup.Ptr.ListNode.G_2;list_lookup.Ptr.ListNode.Ptr.ListNode.G_2;list_lookup.Ptr.ListNode.Ptr.ListNode.U8_8;list_lookup.Ptr.ListNode.U8_8;list_lookup.Ptr.U8_8_4;list_lookup.U8,100,verifier_group_19,3,8,13,7,56,16,1.142857,1.857143,2,2,0,2,
multi-stark,278,list_length.Proof,101,list_length.Proof,1,31,31,29,232,40,1.068966,1.068966,5,2,0,2,
multi-stark,279,list_length.BatchOpening;list_length.G;list_length.Ptr.ListNode.G;list_length.Ptr.ListNode.G_2;list_length.Ptr.ListNode.Ptr.ListNode.G_2;list_length.Ptr.ListNode.Ptr.ListNode.U8_8;list_length.Ptr.ListNode.Ptr.U8_8_4;list_length.Ptr.ListNode.U8_8;list_length.Ptr.U8_8_4;list_length.U8,8,verifier_group_07,2,8,9,6,48,16,1.333333,1.500000,5,2,0,2,
multi-stark,280,list_length.BatchMultiOpening;list_length.CommitPhaseProofStep;list_length.G_2;list_length.SysLookup,100,verifier_group_19,3,9,13,7,56,16,1.285714,1.857143,5,2,0,2,
multi-stark,281,list_concat.Ptr.ListNode.U8_8;list_concat.Ptr.U8_32;list_concat.U8,10,verifier_group_08,12,10,33,8,64,16,1.250000,4.125000,4,3,1,3,
multi-stark,282,list_length.FrontierNode;list_length.ShardHeader,24,verifier_group_13,10,11,108,9,72,16,1.222222,12.000000,5,2,0,2,
multi-stark,283,list_length.Bucket,5,verifier_group_04,15,12,134,10,80,24,1.200000,13.400000,5,2,0,2,
multi-stark,284,list_length.U8_8,102,list_length.U8_8,1,15,15,13,104,24,1.153846,1.153846,5,2,0,2,
multi-stark,285,list_length.BatchMessage;list_length.SysCircuit,3,verifier_group_02,12,16,46,14,112,24,1.142857,3.285714,5,2,0,2,
multi-stark,286,list_lookup.SysNode,103,list_lookup.SysNode,1,11,11,10,80,24,1.100000,1.100000,2,2,0,2,
multi-stark,287,list_is_empty.Ptr.U8_32;list_is_empty.U8,26,verifier_group_14,3,7,16,5,40,16,1.400000,3.200000,3,1,0,1,
multi-stark,288,list_lookup.BatchMultiOpening;list_lookup.G_2;list_lookup.OptIdx,31,verifier_group_16,4,9,18,8,64,16,1.125000,2.250000,2,2,0,2,
multi-stark,289,list_concat.U8_8,5,verifier_group_04,15,17,134,15,120,24,1.133333,8.933333,4,3,1,3,
multi-stark,290,list_length.CommitPhaseMultiStep,12,verifier_group_10,15,10,81,8,64,16,1.250000,10.125000,5,2,0,2,
multi-stark,291,list_drop.BatchOpening;list_drop.G;list_drop.Ptr.ListNode.G_2;list_drop.Ptr.ListNode.Ptr.ListNode.G_2;list_drop.Ptr.ListNode.Ptr.ListNode.U8_8;list_drop.Ptr.ListNode.U8_8;list_drop.Ptr.U8_8_4;list_drop.U8,100,verifier_group_19,3,10,13,7,56,16,1.428571,1.857143,4,2,2,2,
multi-stark,292,list_lookup.U8_8,104,verifier_group_18,2,15,18,14,112,24,1.071429,1.285714,2,2,0,2,
multi-stark,293,list_drop.BatchMultiOpening;list_drop.G_2;list_drop.OptIdx,31,verifier_group_16,4,11,18,8,64,16,1.375000,2.250000,4,2,2,2,
multi-stark,294,list_drop.SysNode,6,verifier_group_05,2,13,16,10,80,24,1.300000,1.600000,4,2,2,2,
multi-stark,295,list_drop.U8_8,104,verifier_group_18,2,17,18,14,112,24,1.214286,1.285714,4,2,2,2,
ix-aggr,0,memo_u32_less_than,0,aggr_group_00,12,16,68,3,24,16,5.333333,22.666667,1,0,0,1,
ix-aggr,1,address_eq_tail,1,aggr_group_01,12,74,147,67,536,80,1.104478,2.194030,169,2,0,163,
ix-aggr,2,address_eq,1,aggr_group_01,12,70,147,68,544,80,1.029412,2.161765,5,3,1,4,
ix-aggr,4,u64_is_zero,0,aggr_group_00,12,19,68,9,72,16,2.111111,7.555556,9,0,0,0,
ix-aggr,12,u64_eq,2,u64_eq,1,27,27,17,136,24,1.588235,1.588235,17,0,0,8,
ix-aggr,13,relaxed_u64_succ,0,aggr_group_00,12,19,68,9,72,16,2.111111,7.555556,52,0,0,0,
ix-aggr,14,flatten_u64,0,aggr_group_00,12,10,68,9,72,16,1.111111,7.555556,20,0,0,0,
ix-aggr,26,read_u8,3,aggr_group_02,12,8,46,6,48,16,1.333333,7.666667,5,2,2,2,
ix-aggr,27,read_u64,4,aggr_group_03,13,19,207,18,144,32,1.055556,11.500000,8,8,0,8,
ix-aggr,28,read_count,5,aggr_group_04,15,13,134,12,96,24,1.083333,11.166667,2,2,0,2,
ix-aggr,31,read_count_at,6,aggr_group_05,2,13,16,12,96,24,1.083333,1.333333,2,2,0,2,
ix-aggr,35,read_active_n;read_u8_vec_n,7,aggr_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
ix-aggr,36,read_u64_vec,8,aggr_group_07,2,7,9,6,48,16,1.166667,1.500000,2,2,0,2,
ix-aggr,37,read_u64_vec_n,9,read_u64_vec_n,1,18,18,15,120,24,1.200000,1.200000,9,4,5,4,
ix-aggr,38,read_ext_vec,10,aggr_group_08,12,7,33,6,48,16,1.166667,5.500000,2,2,0,2,
ix-aggr,39,read_ext_vec_n,11,aggr_group_09,2,27,34,24,192,32,1.125000,1.416667,52,5,47,5,
ix-aggr,40,read_digest_vec_at,3,aggr_group_02,12,7,46,6,48,16,1.166667,7.666667,2,2,0,2,
ix-aggr,41,read_digest_vec_at_n,12,aggr_group_10,15,46,81,43,344,56,1.069767,1.883721,13,8,5,8,
ix-aggr,43,read_u64_vec_vec_n,13,aggr_group_11,2,11,13,8,64,16,1.375000,1.625000,9,4,5,4,
ix-aggr,45,read_u64_vec_vec_vec_n,7,aggr_group_06,12,13,39,10,80,24,1.300000,3.900000,10,5,5,5,
ix-aggr,46,read_ext_vec_vec,10,aggr_group_08,12,7,33,6,48,16,1.166667,5.500000,2,2,0,2,
ix-aggr,47,read_ext_vec_vec_n,10,aggr_group_08,12,11,33,8,64,16,1.375000,4.125000,9,4,5,4,
ix-aggr,48,read_opened_round,5,aggr_group_04,15,7,134,6,48,16,1.166667,22.333333,2,2,0,2,
ix-aggr,49,read_opened_round_n,7,aggr_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
ix-aggr,52,read_merkle_cap_vec_n,12,aggr_group_10,15,11,81,8,64,16,1.375000,10.125000,9,4,5,4,
ix-aggr,56,read_batch_opening_vec_n,5,aggr_group_04,15,15,134,12,96,24,1.250000,11.166667,11,6,5,6,
ix-aggr,59,read_commit_phase_step_vec_n,5,aggr_group_04,15,17,134,14,112,24,1.214286,9.571429,12,7,5,7,
ix-aggr,61,read_preprocessed,5,aggr_group_04,15,9,134,6,48,16,1.500000,22.333333,5,2,0,2,
ix-aggr,62,read_proof,14,read_proof,1,53,53,52,416,64,1.019231,1.019231,21,21,0,21,
ix-aggr,65,read_header_vec_n,15,read_header_vec_n,1,23,23,20,160,32,1.150000,1.150000,15,10,5,10,
ix-aggr,68,read_message_vec_n,16,read_message_vec_n,1,20,20,17,136,24,1.176471,1.176471,10,5,5,5,
ix-aggr,70,read_proof_vec_n,17,read_proof_vec_n,1,34,34,31,248,40,1.096774,1.096774,9,4,5,4,
ix-aggr,75,bytes_to_addr,5,aggr_group_04,15,41,134,40,320,48,1.025000,3.350000,53,7,46,7,
ix-aggr,76,blake3_next_layer,4,aggr_group_03,13,175,207,170,1360,184,1.029412,1.217647,116,7,103,7,
ix-aggr,77,blake3_compress_layer,4,aggr_group_03,13,141,207,137,1096,144,1.029197,1.510949,8,6,2,6,
ix-aggr,78,blake3_compress_chunks,18,blake3_compress_chunks,1,17,17,13,104,24,1.307692,1.307692,10,5,1,5,
ix-aggr,79,bytes_to_block,19,aggr_group_12,8,195,240,194,1552,208,1.005155,1.237113,64,64,0,64,
ix-aggr,80,pad_block,10,aggr_group_08,12,8,33,5,40,16,1.600000,6.600000,6,2,2,2,
ix-aggr,81,blake3_finish,19,aggr_group_12,8,168,240,154,1232,168,1.090909,1.558442,142,15,127,17,
ix-aggr,82,blake3_compress_block,19,aggr_group_12,8,177,240,174,1392,184,1.017241,1.379310,129,24,100,31,
ix-aggr,86,blake3_compress,20,blake3_compress,1,533,533,162,1296,176,3.290123,3.290123,483,1,0,353,
ix-aggr,87,aggr_read_byte;read_vk_u8,21,aggr_read_byte,1,6,6,5,40,16,1.200000,1.200000,1,1,0,1,
ix-aggr,88,read_vk_tag,22,read_vk_tag,1,5,5,4,32,16,1.250000,1.250000,1,1,0,1,
ix-aggr,89,read_vk_u16,23,read_vk_u16,1,7,7,6,48,16,1.166667,1.166667,5,2,0,2,
ix-aggr,90,read_vk_u16_limb,10,aggr_group_08,12,7,33,6,48,16,1.166667,5.500000,11,2,0,2,
ix-aggr,91,read_vk_u32_limb,3,aggr_group_02,12,11,46,10,80,24,1.100000,4.600000,17,4,0,4,
ix-aggr,92,read_vk_u64,4,aggr_group_03,13,19,207,18,144,32,1.055556,11.500000,8,8,0,8,
ix-aggr,93,read_field,3,aggr_group_02,12,12,46,11,88,24,1.090909,4.181818,22,1,0,1,
ix-aggr,95,read_vk_cap_n,24,aggr_group_13,11,46,109,43,344,56,1.069767,2.534884,13,8,5,8,
ix-aggr,96,read_nodes_n,25,read_nodes_n,1,43,43,12,96,24,3.583333,3.583333,138,50,88,50,
ix-aggr,97,read_node_ids_n,13,aggr_group_11,2,11,13,8,64,16,1.375000,1.625000,9,4,5,4,
ix-aggr,99,read_sys_lookups_n,0,aggr_group_00,12,15,68,12,96,24,1.250000,5.666667,11,6,5,6,
ix-aggr,100,lookup_groups_count,3,aggr_group_02,12,10,46,5,40,16,2.000000,9.200000,13,2,4,2,
ix-aggr,103,read_sys_circuits_n,19,aggr_group_12,8,113,240,69,552,80,1.637681,3.478261,174,23,22,69,
ix-aggr,104,read_opt_commit,24,aggr_group_13,11,11,109,8,64,16,1.375000,13.625000,6,3,0,3,
ix-aggr,105,read_opt_idx_n,12,aggr_group_10,15,13,81,8,64,16,1.625000,10.125000,14,5,9,5,
ix-aggr,108,b3_w4_onto,7,aggr_group_06,12,11,39,10,80,24,1.100000,3.900000,8,4,4,4,
ix-aggr,111,mmcs_compress,5,aggr_group_04,15,101,134,100,800,112,1.010000,1.340000,69,4,65,4,
ix-aggr,112,compress_ordered,26,aggr_group_14,3,8,16,5,40,16,1.600000,3.200000,2,2,0,2,
ix-aggr,113,has_height,10,aggr_group_08,12,13,33,7,56,16,1.857143,4.714286,6,2,2,4,
ix-aggr,114,select_rows,27,select_rows,1,30,30,22,176,32,1.363636,1.363636,13,8,5,10,
ix-aggr,115,select_rows_le,28,aggr_group_15,3,40,48,22,176,32,1.818182,2.181818,12,8,4,9,
ix-aggr,116,rows_pop,29,rows_pop,1,30,30,27,216,40,1.111111,1.111111,78,3,0,38,
ix-aggr,117,b3_rows_chunks,30,b3_rows_chunks,1,234,234,209,1672,216,1.119617,1.119617,205,29,173,38,
ix-aggr,119,leaf_hash_at,12,aggr_group_10,15,44,81,43,344,56,1.023256,1.883721,53,8,45,8,
ix-aggr,120,inject_maybe,31,aggr_group_16,4,11,18,8,64,16,1.375000,2.250000,3,3,0,3,
ix-aggr,121,bits_to_num,10,aggr_group_08,12,8,33,6,48,16,1.333333,5.500000,6,2,0,2,
ix-aggr,122,frontier_merge,0,aggr_group_00,12,27,68,18,144,32,1.500000,3.777778,16,9,5,11,
ix-aggr,123,frontier_split,0,aggr_group_00,12,21,68,18,144,32,1.166667,3.777778,21,10,11,10,
ix-aggr,124,frontier_sort,0,aggr_group_00,12,22,68,19,152,32,1.157895,3.578947,6,6,0,6,
ix-aggr,125,frontier_leaves,0,aggr_group_00,12,17,68,15,120,24,1.133333,4.533333,13,8,3,8,
ix-aggr,126,frontier_level,28,aggr_group_15,3,40,48,33,264,40,1.212121,1.454545,33,23,9,25,
ix-aggr,127,frontier_fold,7,aggr_group_06,12,12,39,9,72,16,1.333333,4.333333,6,2,2,2,
ix-aggr,128,mmcs_verify_multi,4,aggr_group_03,13,27,207,22,176,32,1.227273,9.409091,19,9,0,13,
ix-aggr,129,glist_rev;rev_onto,31,aggr_group_16,4,10,18,8,64,16,1.250000,2.250000,4,3,1,3,
ix-aggr,130,exp_by_bits,10,aggr_group_08,12,13,33,7,56,16,1.857143,4.714286,5,2,1,4,
ix-aggr,131,fri_fold2,12,aggr_group_10,15,34,81,13,104,24,2.615385,6.230769,80,4,4,57,
ix-aggr,133,ro_fold,32,ro_fold,1,37,37,27,216,40,1.370370,1.370370,45,3,0,35,
ix-aggr,134,accs_onto;ext_row_onto,28,aggr_group_15,3,38,48,10,80,24,3.800000,4.800000,92,4,1,32,
ix-aggr,135,points_onto,10,aggr_group_08,12,10,33,8,64,16,1.250000,4.125000,3,3,0,3,
ix-aggr,136,round_onto,10,aggr_group_08,12,10,33,8,64,16,1.250000,4.125000,3,3,0,3,
ix-aggr,138,obs_log_arities,12,aggr_group_10,15,10,81,8,64,16,1.250000,10.125000,11,3,8,3,
ix-aggr,139,pcs_check_witness,4,aggr_group_03,13,20,207,17,136,24,1.176471,12.176471,11,5,4,5,
ix-aggr,140,pcs_betas,5,aggr_group_04,15,44,134,42,336,56,1.047619,3.190476,53,8,45,8,
ix-aggr,141,circ_has_height,7,aggr_group_06,12,15,39,8,64,16,1.875000,4.875000,11,2,3,5,
ix-aggr,142,build_buckets,12,aggr_group_10,15,13,81,8,64,16,1.625000,10.125000,17,5,10,5,
ix-aggr,143,bucket_update,33,bucket_update,1,30,30,21,168,32,1.428571,1.428571,24,6,18,12,
ix-aggr,144,assert_blowup_zero,3,aggr_group_02,12,20,46,11,88,24,1.818182,4.181818,15,2,2,11,
ix-aggr,145,prep_count,24,aggr_group_13,11,5,109,3,24,16,1.666667,36.333333,2,0,0,0,
ix-aggr,146,ri_apply,34,ri_apply,1,30,30,19,152,32,1.578947,1.578947,39,8,3,30,
ix-aggr,147,open_2pt_mat,35,aggr_group_17,6,20,45,17,136,24,1.176471,2.647059,16,5,2,7,
ix-aggr,148,open_batch_2pt,35,aggr_group_17,6,22,45,19,152,32,1.157895,2.368421,10,5,1,5,
ix-aggr,149,open_quotient,35,aggr_group_17,6,23,45,20,160,32,1.150000,2.250000,12,6,2,6,
ix-aggr,150,open_prep,35,aggr_group_17,6,27,45,23,184,32,1.173913,1.956522,18,7,1,7,
ix-aggr,151,open_prep_batch,4,aggr_group_03,13,26,207,22,176,32,1.181818,9.409091,14,6,2,8,
ix-aggr,152,heights_all,7,aggr_group_06,12,11,39,8,64,16,1.375000,4.875000,12,4,8,4,
ix-aggr,153,heights_max,24,aggr_group_13,11,22,109,6,48,16,3.666667,18.166667,4,2,0,3,
ix-aggr,154,heights_prep,7,aggr_group_06,12,15,39,11,88,24,1.363636,3.545455,18,6,8,6,
ix-aggr,157,rollin,12,aggr_group_10,15,25,81,16,128,24,1.562500,5.062500,15,2,3,8,
ix-aggr,158,verify_query,5,aggr_group_04,15,102,134,41,328,48,2.487805,3.268293,213,17,16,75,
ix-aggr,159,verify_one_query,24,aggr_group_13,11,72,109,54,432,64,1.333333,2.018519,60,19,8,38,
ix-aggr,160,query_loop,4,aggr_group_03,13,38,207,36,288,48,1.055556,5.750000,9,6,3,6,
ix-aggr,161,sample_query_indices,12,aggr_group_10,15,13,81,10,80,24,1.300000,8.100000,9,4,5,4,
ix-aggr,162,batch_views_at,7,aggr_group_06,12,12,39,10,80,24,1.200000,3.900000,8,5,3,5,
ix-aggr,163,step_views_at,7,aggr_group_06,12,13,39,11,88,24,1.181818,3.545455,8,5,3,5,
ix-aggr,164,query_views,12,aggr_group_10,15,12,81,9,72,16,1.333333,9.000000,12,5,7,5,
ix-aggr,165,verify_input_multi,24,aggr_group_13,11,32,109,30,240,40,1.066667,3.633333,26,12,7,12,
ix-aggr,166,drop_index_bits,7,aggr_group_06,12,11,39,9,72,16,1.222222,4.333333,5,4,1,4,
ix-aggr,167,rows_at_round,0,aggr_group_00,12,13,68,11,88,24,1.181818,6.181818,13,7,6,7,
ix-aggr,168,verify_commit_multi,4,aggr_group_03,13,25,207,23,184,32,1.086957,9.000000,25,11,6,12,
ix-aggr,171,b8_onto;cons8,36,b8_onto,1,19,19,18,144,32,1.055556,1.055556,16,8,8,8,
ix-aggr,173,cap_onto,5,aggr_group_04,15,45,134,43,344,56,1.046512,3.116279,7,7,0,7,
ix-aggr,174,active_onto;log_degrees_onto,10,aggr_group_08,12,10,33,8,64,16,1.250000,4.125000,10,3,0,3,
ix-aggr,175,ch_sample8,19,aggr_group_12,8,80,240,78,624,88,1.025641,3.076923,83,33,50,33,
ix-aggr,176,ch_sample_field,4,aggr_group_03,13,31,207,23,184,32,1.347826,9.000000,17,2,15,17,
ix-aggr,177,ch_sample_ext,4,aggr_group_03,13,24,207,23,184,32,1.043478,9.000000,2,2,0,2,
ix-aggr,178,take_bits,7,aggr_group_06,12,11,39,8,64,16,1.375000,4.875000,9,4,5,4,
ix-aggr,179,ch_sample_bits,5,aggr_group_04,15,53,134,20,160,32,2.650000,6.700000,13,7,6,11,
ix-aggr,180,snoc_b8,4,aggr_group_03,13,14,207,13,104,24,1.076923,15.923077,5,3,2,3,
ix-aggr,181,snoc_cap,12,aggr_group_10,15,7,81,6,48,16,1.166667,13.500000,5,3,2,3,
ix-aggr,183,limbs_onto,0,aggr_group_00,12,17,68,15,120,24,1.133333,4.533333,3,3,0,3,
